,Price,Zip,Longitude,Latitude,Acres,Tax,Year_built,Bedrooms,Bathrooms,Sqrt_ft,Garage,Kitchen,Fire_places,Floor,HOA
305,1337500.0,85718,-110.930187,32.289333,1.51,11718.0,2009,4,6.0,4612.0,3.0,"Desk, Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Lazy Susan, Pantry: Walk-In, Refrigerator, Appliance Color: Stainless, Countertops: Marble & Granite, Oven: Oven",2.0,"Carpet, Natural Stone, Wood",0.0
306,1300000.0,85750,-110.843429,32.329365,1.15,15820.21,2005,4,5.0,5039.0,4.0,"Desk, Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Pantry: Walk-In, Refrigerator, Appliance Color: Stainless, Countertops: Granite, Microwave: Microwave, Oven: Oven",3.0,"Carpet, Concrete, Wood",141.67
308,1275000.0,85718,-110.936519,32.339087,1.51,15341.0,2009,4,5.0,5327.0,3.0,"Dishwasher, Freezer, Garbage Disposal, Refrigerator, Microwave, Oven",2.0,"Carpet, Natural Stone, Wood",153.0
309,1175000.0,85658,-111.09996,32.47052,0.33,11407.46,2008,3,4.0,3388.0,2.0,"Dishwasher, Refrigerator, Microwave, Oven",2.0,Wood,550.0
310,1325000.0,85750,-110.871663,32.316868,1.75,6216.0,2013,4,5.0,5248.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",3.0,"Carpet, Natural Stone",34.0
311,1302000.0,85718,-110.878834,32.323796,1.35,5120.06,1977,4,4.0,3840.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",1.0,Natural Stone,215.0
313,1000000.0,85755,-110.99217,32.458323,3.49,14400.0,2005,3,4.0,4162.0,3.0,"Dishwasher, Freezer, Garbage Disposal, Refrigerator, Microwave, Oven",3.0,"Carpet, Ceramic Tile",166.0
314,1335000.0,85755,-110.994816,32.456563,1.53,13230.77,2007,4,5.0,4574.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",5.0,Natural Stone,166.0
315,1395000.0,85658,-111.059549,32.45467,1.5,13435.0,2008,3,4.0,4099.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",3.0,"Carpet, Natural Stone",142.0
317,1300000.0,85755,-111.007412,32.467905,1.0,13464.3,2011,4,5.0,3471.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",3.0,"Carpet, Natural Stone, Wood",167.0
318,1250000.0,85718,-110.937852,32.340535,1.12,11823.0,2003,3,4.0,3877.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",2.0,Concrete,158.0
319,1340000.0,85658,-111.065225,32.464086,0.72,3898.97,2017,3,4.0,3833.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",2.0,"Carpet, Natural Stone, Wood",191.0
320,1250000.0,85718,-110.945522,32.345889,1.18,4603.22,2016,4,5.0,4519.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",3.0,"Carpet, Ceramic Tile",157.0
322,1375000.0,85750,-110.837246,32.324198,0.61,12377.0,1988,4,5.0,5548.0,3.0,"Compactor, Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",2.0,"Carpet, Natural Stone",117.0
323,1212500.0,85658,-111.05634,32.454997,1.29,8282.0,2010,4,5.0,4600.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",3.0,"Carpet, Natural Stone, Wood",143.0
324,1325000.0,85718,-110.930185,32.289338,1.62,14460.0,2009,4,6.0,4612.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",2.0,"Carpet, Natural Stone, Wood",0.0
325,1374000.0,85750,-110.825236,32.28334,0.86,10513.0,2008,5,5.0,4455.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",4.0,Natural Stone,110.0
326,1235000.0,85658,-111.059255,32.473121,2.2,15498.86,2007,4,4.0,3700.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",3.0,"Carpet, Natural Stone, Wood",143.0
327,1335000.0,85715,-110.852876,32.256085,1.13,10037.18,1985,5,5.0,5886.0,4.5,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",2.0,"Carpet, Natural Stone, Wood, Other",48.0
328,1345000.0,85718,-110.943732,32.337931,0.91,11978.57,2006,4,5.0,4191.0,3.0,"Dishwasher, Freezer, Garbage Disposal, Refrigerator, Microwave, Oven",2.0,"Carpet, Natural Stone, Wood",153.0
329,1330000.0,85718,-110.911566,32.336725,0.87,11319.64,2002,4,6.0,6111.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",2.0,"Carpet, Mexican Tile",63.0
330,1325000.0,85750,-110.862068,32.332178,1.47,12368.25,2000,4,5.0,4872.0,3.0,"Compactor, Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",2.0,"Carpet, Natural Stone",233.0
332,1275000.0,85750,-110.811569,32.286886,0.21,4760.7,1990,2,3.0,2671.0,2.0,"Dishwasher, Freezer, Garbage Disposal, Gas Range, Refrigerator, Warming Drawer, Appliance Color: Other, Countertops: Granite",3.0,"Natural Stone, Wood",300.0
333,1325000.0,85718,-110.942869,32.338693,1.0,15198.0,2013,4,4.0,4844.0,3.0,"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Prep Sink, Refrigerator, Appliance Color: Stainless",3.0,Natural Stone,158.0
334,1300000.0,85718,-110.920258,32.340587,0.87,9884.91,2011,4,4.0,4096.0,4.0,"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Pantry: Butler, Refrigerator, Water Purifier, Appliance Color: Black, Countertops: Granite, Microwave: Black, Oven: Double/Black",3.0,Natural Stone,322.0
335,1200000.0,85737,-110.976918,32.407569,3.77,12852.08,2005,4,4.0,4329.0,3.0,"Dishwasher, Garbage Disposal, Gas Range, Island, Refrigerator, Appliance Color: Stainless, Countertops: Granite, Oven: Double Viking Ovens",2.0,"Natural Stone, Wood",138.0
336,1285000.0,85750,-110.86109,32.323016,0.94,3291.77,2017,4,5.0,4825.0,3.0,"Dishwasher, Garbage Disposal, Gas Range, Island, Pantry: Walk-In, Refrigerator, Warming Drawer, Appliance Color: Stainless, Countertops: Granite",2.0,"Carpet, Other: Porcelain tile",43.0
337,1250000.0,85658,-111.101591,32.468487,0.33,9674.84,2012,3,4.0,3334.0,2.0,"Desk, Dishwasher, Freezer, Garbage Disposal, Gas Range, Island, Pantry: Walk-In, Refrigerator, Wet Bar, Microwave: Wolf",4.0,"Carpet, Ceramic Tile, Natural Stone",0.0
338,1362000.0,85718,-110.920322,32.293439,0.96,8597.0,1999,5,4.0,4414.0,3.0,"Desk, Dishwasher, Freezer, Garbage Disposal, Gas Range, Island, Lazy Susan, Pantry: Walk-In, Prep Sink, Refrigerator, Warming Drawer, Appliance Color: Stainless, Countertops: Brazillian slate, Microwave: Convection/Steam, Oven: .",3.0,Natural Stone,150.0
339,1286765.0,85718,-110.942869,32.338696,1.02,14379.04,2013,4,4.0,4816.0,3.0,"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Pantry: Walk-In, Prep Sink, Refrigerator, Wet Bar, Appliance Color: Stainless, Countertops: Granite, Microwave: Microwave",3.0,Natural Stone,168.0
340,1300000.0,85750,-110.826892,32.319429,1.01,12831.63,2000,6,7.0,5883.0,3.0,"Dishwasher, Garbage Disposal, Gas Range, Island, Pantry: Walk-In, Prep Sink, Refrigerator, Appliance Color: Stainless, Countertops: Granite, Microwave: Built-In, Oven: Double",4.0,"Carpet, Ceramic Tile, Natural Stone, Wood",83.0
341,1250000.0,85715,-110.85333,32.254388,0.8,9593.36,2008,4,5.0,4542.0,4.0,"Dishwasher, Refrigerator, Microwave, Oven",2.0,"Natural Stone, Wood",48.0
342,1320000.0,85658,-111.058829,32.47497,2.12,14583.85,2007,4,4.0,4066.0,3.0,"Compactor, Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Refrigerator, Warming Drawer, Appliance Color: Stainless, Countertops: mixed",2.0,"Ceramic Tile, Concrete, Natural Stone, Wood",143.0
343,1200000.0,85743,-111.093093,32.323887,3.31,8189.74,2017,6,6.0,7113.0,4.0,"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Pantry: Walk-In, Refrigerator, Appliance Color: Stainless, Countertops: Granite",2.0,"Carpet, Ceramic Tile, Laminate, Natural Stone",0.0
344,1390000.0,85718,-110.947995,32.349502,1.07,12651.0,2006,4,5.0,4305.0,3.0,"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Pantry: Walk-In, Prep Sink, Refrigerator, Warming Drawer, Appliance Color: Stainless, Countertops: Limestone, Microwave: Built-in, Oven: Built-in",2.0,"Carpet, Natural Stone, Wood",169.0
345,1314888.0,85658,-111.069633,32.45744,1.82,17040.17,2007,4,5.0,4491.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",3.0,"Carpet, Natural Stone, Wood, Other",148.0
346,1249000.0,85658,-111.062198,32.463093,2.01,12479.0,2006,4,5.0,4532.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",6.0,"Carpet, Natural Stone",143.0
347,1325000.0,85718,-110.926211,32.295762,1.0,11018.4,2007,4,5.0,4556.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",2.0,Concrete,4.0
348,1376272.0,85755,-110.971853,32.462487,1.36,12.08,2018,3,3.0,3557.0,3.0,"Dishwasher, Double Sink, Electric Range, Garbage Disposal, Gas Range, Island, Pantry: Walk-In, Water Purifier, Appliance Color: Stainless, Countertops: Granite",1.0,"Carpet, Ceramic Tile",212.88
349,1275000.0,85658,-111.053208,32.482189,1.07,13889.2,2010,3,4.0,3778.0,3.0,"Compactor, Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",3.0,"Carpet, Natural Stone",143.0
350,1265000.0,85755,-110.993815,32.455826,0.95,15910.01,2009,3,4.0,4945.0,3.0,"Dishwasher, Freezer, Garbage Disposal, Refrigerator, Microwave, Oven",4.0,"Carpet, Natural Stone, Wood",167.0
351,1337500.0,85755,-110.995869,32.471382,1.04,21218.1,2005,4,6.0,5819.0,3.0,"Dishwasher, Freezer, Garbage Disposal, Refrigerator, Microwave, Oven",4.0,"Carpet, Natural Stone, Wood",166.0
352,1295000.0,85718,-110.943727,32.337936,0.9,12433.0,2006,4,5.0,4191.0,3.0,"Dishwasher, Refrigerator, Microwave, Oven",2.0,"Carpet, Natural Stone, Wood",159.0
353,1323000.0,85715,-110.859527,32.262884,1.17,9405.02,1968,4,5.0,4801.0,3.0,"Dishwasher, Garbage Disposal, Gas Range, Island, Pantry: Walk-In, Refrigerator, Wet Bar, Appliance Color: Stainless, Countertops: Granite",2.0,"Mexican Tile, Wood",48.0
354,1285000.0,85755,-110.993658,32.460019,0.63,14722.89,2008,3,4.0,4209.0,3.0,"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Pantry: Walk-In, Refrigerator, Appliance Color: Stainless, Countertops: Granite, Microwave: Built In",3.0,Natural Stone,232.0
355,1189550.0,85658,-111.100125,32.469548,0.29,845.18,2010,3,4.0,2990.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",2.0,"Carpet, Concrete, Natural Stone, Wood",550.0
356,1225000.0,85749,-110.753448,32.23818,3.93,9054.0,2007,4,5.0,5419.0,4.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",2.0,"Carpet, Natural Stone",0.0
357,1275000.0,85718,-110.929391,32.343482,1.01,10500.0,2007,4,5.0,4615.0,3.0,"Compactor, Dishwasher, Freezer, Garbage Disposal, Refrigerator, Microwave, Oven",2.0,Natural Stone,100.0
358,1300000.0,85718,-110.921223,32.292136,3.36,12695.41,2007,4,4.0,4585.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",2.0,"Carpet, Natural Stone",194.0
359,1200000.0,85750,-110.846659,32.326433,1.05,9450.0,1999,4,3.0,4169.0,3.0,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",2.0,"Carpet, Natural Stone",110.0
